CUSTOMER_ID,TRANSACTION_TIME,AMOUNT,PRODUCT_CATEGORY,CHANNEL
CUST_00001,2025-05-03 18:36:23.000,566.83,Home & Garden,in-store
CUST_00001,2024-10-19 09:32:53.000,215.19,Apparel,in-store
CUST_00001,2025-01-09 12:35:55.000,156.56,Groceries,web
CUST_00001,2025-02-24 05:21:34.000,72.11,Health & Beauty,mobile
CUST_00001,2025-05-16 21:31:45.000,207.45,Health & Beauty,web
CUST_00001,2024-12-19 18:29:48.000,262.03,Health & Beauty,mobile
CUST_00001,2024-08-11 00:08:15.000,113.80,Health & Beauty,in-store
CUST_00001,2025-01-31 10:27:48.000,157.66,Apparel,web
CUST_00001,2024-08-04 11:50:29.000,226.76,Home & Garden,in-store
CUST_00001,2025-06-10 03:48:49.000,458.86,Electronics,mobile
CUST_00001,2025-06-03 09:21:48.000,613.58,Electronics,in-store
CUST_00001,2025-05-01 09:06:54.000,169.79,Home & Garden,mobile
CUST_00001,2025-12-06 23:54:59.000,108.03,Home & Garden,in-store
CUST_00001,2025-09-09 17:13:12.000,285.82,Health & Beauty,in-store
CUST_00001,2025-02-17 12:26:38.000,340.28,Apparel,web
CUST_00001,2025-06-28 10:38:24.000,107.19,Groceries,web
CUST_00001,2024-08-12 08:25:58.000,130.27,Groceries,web
CUST_00001,2025-07-14 16:43:26.000,33.74,Groceries,in-store
CUST_00001,2025-12-25 05:53:53.000,273.53,Apparel,mobile
CUST_00001,2025-07-23 18:17:02.000,95.98,Groceries,mobile
CUST_00001,2024-10-27 23:15:31.000,54.06,Apparel,mobile
CUST_00001,2025-07-25 02:07:43.000,389.96,Electronics,web
CUST_00001,2025-01-13 21:06:32.000,174.71,Groceries,mobile
CUST_00001,2025-11-14 04:09:01.000,576.95,Home & Garden,in-store
CUST_00001,2025-10-20 03:13:23.000,20.50,Groceries,in-store
CUST_00001,2024-09-29 04:32:56.000,1775.16,Electronics,mobile
CUST_00001,2025-03-11 03:50:02.000,310.76,Apparel,in-store
CUST_00001,2025-07-28 10:49:22.000,121.42,Home & Garden,in-store
CUST_00001,2025-09-07 04:05:14.000,1260.80,Electronics,in-store
CUST_00001,2025-06-07 15:36:11.000,89.46,Health & Beauty,mobile
CUST_00001,2024-10-05 15:24:35.000,37.17,Apparel,in-store
CUST_00001,2024-10-13 11:36:20.000,14.19,Groceries,in-store
CUST_00001,2025-10-29 15:31:14.000,44.13,Health & Beauty,in-store
CUST_00001,2024-08-17 06:34:53.000,397.17,Apparel,mobile
CUST_00001,2025-01-22 15:40:44.000,18.28,Health & Beauty,web
CUST_00001,2024-12-12 07:31:57.000,58.67,Electronics,in-store
CUST_00001,2025-09-08 03:49:13.000,566.07,Home & Garden,in-store
CUST_00001,2025-09-20 14:09:26.000,1051.95,Electronics,mobile
CUST_00001,2025-06-27 01:11:35.000,39.14,Health & Beauty,in-store
CUST_00001,2024-11-15 05:55:28.000,271.51,Health & Beauty,in-store
CUST_00001,2024-07-02 05:43:13.000,93.78,Groceries,in-store
CUST_00001,2024-12-17 04:49:36.000,182.07,Health & Beauty,mobile
CUST_00001,2025-12-07 21:27:59.000,42.66,Groceries,mobile
CUST_00001,2025-08-01 11:29:36.000,181.26,Groceries,mobile
CUST_00001,2024-07-02 03:46:29.000,131.99,Home & Garden,mobile
CUST_00001,2025-01-01 03:35:57.000,470.18,Electronics,in-store
CUST_00001,2025-04-07 05:55:54.000,107.58,Electronics,mobile
CUST_00001,2025-10-06 10:52:05.000,578.70,Electronics,in-store
CUST_00001,2024-08-06 21:10:31.000,145.71,Groceries,in-store
CUST_00001,2024-12-29 14:36:27.000,385.66,Home & Garden,in-store
CUST_00001,2025-01-25 14:27:50.000,280.04,Health & Beauty,in-store
CUST_00001,2025-08-04 07:33:23.000,704.19,Home & Garden,mobile
CUST_00001,2025-02-02 10:34:18.000,206.21,Home & Garden,in-store
CUST_00001,2024-09-07 21:27:21.000,263.09,Health & Beauty,mobile
CUST_00001,2024-10-15 15:31:47.000,232.02,Electronics,web
CUST_00001,2025-10-29 10:25:23.000,169.25,Groceries,mobile
CUST_00001,2025-11-29 17:26:00.000,756.45,Electronics,in-store
CUST_00001,2025-08-09 06:58:06.000,101.78,Apparel,in-store
CUST_00001,2025-09-25 11:19:09.000,174.75,Groceries,in-store
CUST_00001,2025-04-25 11:37:04.000,57.83,Health & Beauty,mobile
CUST_00001,2024-09-15 18:46:32.000,364.36,Apparel,in-store
CUST_00001,2025-03-15 09:18:40.000,757.50,Home & Garden,web
CUST_00001,2025-12-11 16:37:22.000,159.27,Groceries,in-store
CUST_00001,2025-03-01 16:46:37.000,357.41,Home & Garden,mobile
CUST_00001,2025-10-25 03:43:16.000,1120.46,Electronics,web
CUST_00001,2025-03-18 17:16:02.000,193.63,Health & Beauty,in-store
CUST_00001,2024-10-25 11:16:16.000,184.70,Health & Beauty,mobile
CUST_00001,2025-02-07 22:57:47.000,106.71,Groceries,mobile
CUST_00001,2025-02-26 19:18:59.000,42.76,Health & Beauty,web
CUST_00001,2025-04-04 14:33:17.000,943.27,Electronics,in-store
CUST_00001,2025-03-04 03:24:34.000,756.27,Home & Garden,in-store
CUST_00001,2025-04-09 17:34:45.000,192.73,Health & Beauty,in-store
CUST_00001,2025-09-13 16:04:07.000,153.35,Health & Beauty,web
CUST_00001,2024-08-01 15:57:18.000,256.23,Apparel,in-store
CUST_00001,2024-08-23 16:03:32.000,156.41,Health & Beauty,in-store
CUST_00001,2024-12-13 04:55:17.000,1745.46,Electronics,web
CUST_00001,2025-09-10 13:35:07.000,279.50,Apparel,in-store
CUST_00001,2025-12-30 03:39:16.000,142.99,Health & Beauty,web
CUST_00001,2025-04-02 19:05:15.000,323.21,Home & Garden,in-store
CUST_00001,2025-08-25 01:55:09.000,668.71,Home & Garden,mobile
CUST_00001,2025-09-07 12:44:22.000,336.81,Apparel,in-store
CUST_00001,2024-10-12 01:19:30.000,11.72,Health & Beauty,in-store
CUST_00001,2025-02-08 05:30:39.000,1530.31,Electronics,web
CUST_00001,2024-11-07 00:11:18.000,277.54,Health & Beauty,in-store
CUST_00001,2025-10-14 04:30:31.000,227.70,Health & Beauty,in-store
CUST_00001,2024-12-27 13:28:00.000,217.73,Apparel,web
CUST_00001,2025-08-14 15:24:31.000,235.10,Health & Beauty,in-store
CUST_00001,2025-09-27 13:25:34.000,58.36,Groceries,in-store
CUST_00001,2024-07-10 23:06:37.000,795.03,Home & Garden,in-store
CUST_00001,2025-11-20 04:24:16.000,179.10,Apparel,mobile
CUST_00001,2024-08-15 20:34:18.000,285.94,Health & Beauty,in-store
CUST_00001,2024-07-18 14:36:11.000,270.32,Health & Beauty,in-store
CUST_00001,2025-09-09 15:38:23.000,256.71,Health & Beauty,mobile
CUST_00001,2024-11-06 02:19:16.000,180.56,Health & Beauty,in-store
CUST_00001,2025-01-26 00:37:56.000,1890.86,Electronics,in-store
CUST_00001,2025-05-01 04:01:39.000,412.68,Apparel,mobile
CUST_00001,2024-11-20 22:37:08.000,166.42,Health & Beauty,in-store
CUST_00001,2025-12-19 20:06:40.000,249.57,Health & Beauty,in-store
CUST_00001,2025-06-07 07:57:26.000,485.66,Apparel,in-store
CUST_00001,2025-02-27 00:50:00.000,171.54,Home & Garden,in-store
CUST_00001,2025-09-26 09:48:43.000,182.11,Groceries,web
CUST_00001,2024-09-22 11:32:10.000,301.04,Home & Garden,in-store
CUST_00001,2024-12-01 21:30:33.000,1939.56,Electronics,mobile
CUST_00001,2025-09-02 12:11:21.000,178.54,Electronics,in-store
CUST_00001,2025-09-20 12:19:15.000,122.03,Groceries,in-store
CUST_00001,2025-01-05 22:44:29.000,45.64,Groceries,web
CUST_00001,2024-11-24 15:01:40.000,433.09,Apparel,mobile
CUST_00001,2024-10-30 21:32:20.000,197.55,Health & Beauty,mobile
CUST_00001,2025-10-12 20:39:19.000,684.93,Home & Garden,in-store
CUST_00001,2024-10-11 11:25:25.000,150.02,Apparel,in-store
CUST_00001,2025-10-05 11:56:41.000,268.33,Apparel,in-store
CUST_00001,2024-12-29 00:07:08.000,1068.00,Electronics,mobile
CUST_00001,2025-08-17 17:28:04.000,246.92,Home & Garden,in-store
CUST_00001,2025-12-13 08:48:47.000,12.62,Groceries,in-store
CUST_00001,2025-06-17 08:26:41.000,390.41,Apparel,mobile
CUST_00001,2024-07-23 03:46:42.000,228.45,Health & Beauty,in-store
CUST_00001,2024-07-12 00:07:21.000,163.49,Groceries,in-store
CUST_00001,2024-09-13 07:10:12.000,302.76,Home & Garden,mobile
CUST_00001,2024-12-14 04:14:36.000,83.27,Groceries,web
CUST_00001,2025-05-15 00:12:57.000,43.56,Apparel,in-store
CUST_00001,2025-12-07 23:23:11.000,622.96,Home & Garden,web
CUST_00001,2025-10-03 03:29:49.000,132.68,Groceries,mobile
CUST_00001,2025-12-14 20:19:07.000,181.85,Health & Beauty,in-store
CUST_00001,2025-12-17 19:37:05.000,658.32,Home & Garden,in-store
CUST_00001,2024-10-26 08:26:02.000,75.10,Groceries,in-store
CUST_00001,2024-09-28 13:18:20.000,414.58,Apparel,web
CUST_00001,2024-07-11 21:14:33.000,1123.01,Electronics,in-store
CUST_00001,2024-10-19 18:49:56.000,1579.07,Electronics,in-store
CUST_00001,2025-07-21 18:47:29.000,18.81,Groceries,in-store
CUST_00001,2025-02-07 05:52:08.000,300.57,Health & Beauty,in-store
CUST_00001,2024-11-18 02:25:08.000,279.65,Health & Beauty,web
CUST_00001,2025-09-16 22:24:35.000,63.34,Health & Beauty,in-store
CUST_00001,2025-12-10 08:38:18.000,286.52,Health & Beauty,in-store
CUST_00001,2024-11-14 04:04:00.000,163.70,Apparel,mobile
CUST_00001,2025-02-08 08:40:44.000,489.26,Apparel,in-store
CUST_00001,2024-12-16 21:56:28.000,494.89,Home & Garden,mobile
CUST_00001,2025-08-23 19:38:29.000,190.00,Home & Garden,in-store
CUST_00001,2025-10-16 15:17:44.000,1378.02,Electronics,in-store
CUST_00001,2025-01-31 21:47:07.000,101.07,Health & Beauty,web
CUST_00001,2024-11-08 21:44:39.000,139.12,Apparel,mobile
CUST_00002,2025-01-30 15:20:19.000,263.06,Health & Beauty,in-store
CUST_00002,2025-01-27 22:04:06.000,131.46,Groceries,in-store
CUST_00002,2024-07-19 10:58:37.000,49.83,Groceries,web
CUST_00002,2024-10-06 12:15:34.000,119.50,Groceries,in-store
CUST_00002,2024-09-07 05:58:05.000,104.47,Health & Beauty,in-store
CUST_00002,2025-12-19 13:45:00.000,81.34,Groceries,web
CUST_00002,2025-02-20 08:15:45.000,343.20,Home & Garden,mobile
CUST_00002,2025-01-25 06:02:50.000,42.52,Groceries,web
CUST_00002,2025-10-28 08:09:46.000,1653.80,Electronics,web
CUST_00002,2024-08-02 19:10:57.000,36.57,Groceries,mobile
CUST_00002,2024-12-13 18:37:04.000,166.78,Health & Beauty,in-store
CUST_00002,2025-08-24 04:54:14.000,203.78,Home & Garden,mobile
CUST_00002,2025-02-10 11:27:30.000,1643.16,Electronics,in-store
CUST_00002,2024-08-01 22:36:09.000,56.03,Groceries,mobile
CUST_00002,2024-10-20 03:42:57.000,238.71,Home & Garden,mobile
CUST_00002,2025-04-18 15:42:52.000,137.84,Health & Beauty,web
CUST_00002,2025-08-04 15:12:23.000,46.15,Health & Beauty,in-store
CUST_00002,2025-02-25 05:36:50.000,120.98,Groceries,mobile
CUST_00002,2025-07-10 06:04:42.000,171.88,Groceries,web
CUST_00002,2024-12-06 02:21:45.000,1480.53,Electronics,web
CUST_00002,2024-07-28 13:28:01.000,206.66,Home & Garden,mobile
CUST_00002,2025-12-01 04:14:26.000,181.75,Groceries,mobile
CUST_00002,2024-11-19 14:59:14.000,266.44,Health & Beauty,in-store
CUST_00002,2025-04-26 00:16:06.000,155.32,Groceries,web
CUST_00002,2025-11-29 16:32:33.000,145.98,Groceries,mobile
CUST_00002,2025-05-17 20:31:50.000,90.50,Groceries,in-store
CUST_00002,2025-08-28 13:44:23.000,101.69,Groceries,in-store
CUST_00002,2025-10-15 21:04:43.000,80.63,Groceries,web
CUST_00002,2024-08-04 06:21:57.000,704.27,Home & Garden,web
CUST_00002,2025-09-10 04:22:47.000,33.97,Groceries,web
CUST_00002,2025-08-21 17:03:20.000,234.79,Health & Beauty,web
CUST_00002,2025-06-14 09:13:20.000,140.30,Health & Beauty,web
CUST_00002,2025-10-21 18:02:21.000,48.92,Groceries,in-store
CUST_00002,2024-07-16 23:49:14.000,96.34,Groceries,mobile
CUST_00002,2025-04-11 02:27:20.000,169.30,Groceries,in-store
CUST_00002,2025-12-16 23:41:04.000,1301.75,Electronics,in-store
CUST_00002,2025-12-23 05:52:53.000,64.73,Groceries,in-store
CUST_00002,2025-12-12 21:01:30.000,177.18,Home & Garden,in-store
CUST_00002,2025-09-17 18:35:01.000,174.65,Apparel,in-store
CUST_00002,2025-10-06 01:54:58.000,34.97,Groceries,web
CUST_00002,2025-01-08 12:26:52.000,1116.18,Electronics,in-store
CUST_00002,2025-11-15 10:22:59.000,40.31,Health & Beauty,in-store
CUST_00002,2025-10-18 12:47:50.000,894.42,Electronics,mobile
CUST_00002,2025-05-04 05:37:58.000,729.95,Electronics,mobile
CUST_00002,2024-07-25 15:40:11.000,509.86,Electronics,in-store
CUST_00002,2025-01-18 17:12:17.000,31.46,Groceries,in-store
CUST_00002,2024-07-29 02:26:01.000,1723.36,Electronics,in-store
CUST_00002,2024-10-30 06:01:53.000,56.72,Groceries,web
CUST_00002,2025-11-28 20:52:14.000,94.08,Health & Beauty,mobile
CUST_00002,2025-10-22 10:46:18.000,89.89,Groceries,in-store
CUST_00002,2025-05-31 05:43:53.000,426.41,Home & Garden,in-store
CUST_00002,2025-06-18 06:15:32.000,203.76,Health & Beauty,web
CUST_00002,2024-07-18 07:28:39.000,247.04,Health & Beauty,mobile
CUST_00002,2025-04-08 14:00:42.000,437.26,Apparel,web
CUST_00002,2025-01-12 15:48:01.000,77.65,Groceries,web
CUST_00002,2025-08-09 00:08:51.000,109.55,Apparel,web
CUST_00002,2024-11-19 03:53:14.000,139.67,Groceries,in-store
CUST_00002,2025-11-24 16:48:58.000,361.59,Home & Garden,mobile
CUST_00002,2024-12-28 12:53:26.000,143.78,Apparel,in-store
CUST_00002,2024-11-12 05:15:09.000,178.84,Groceries,mobile
CUST_00002,2024-08-29 19:03:31.000,474.02,Apparel,in-store
CUST_00002,2025-06-08 20:31:13.000,210.65,Health & Beauty,mobile
CUST_00002,2024-09-04 14:21:30.000,88.99,Groceries,web
CUST_00002,2025-02-09 13:30:42.000,119.71,Groceries,mobile
CUST_00002,2025-03-31 00:44:01.000,150.59,Groceries,mobile
CUST_00002,2024-08-05 17:58:02.000,92.03,Groceries,in-store
CUST_00002,2024-07-24 21:24:37.000,261.31,Health & Beauty,in-store
CUST_00002,2024-10-12 11:04:15.000,182.45,Health & Beauty,web
CUST_00002,2025-12-12 03:52:33.000,341.27,Apparel,mobile
CUST_00002,2025-05-07 09:03:41.000,159.03,Health & Beauty,in-store
CUST_00002,2025-07-04 22:01:55.000,147.65,Health & Beauty,in-store
CUST_00002,2024-09-13 22:53:38.000,244.10,Health & Beauty,in-store
CUST_00002,2025-08-11 21:32:20.000,425.85,Home & Garden,mobile
CUST_00002,2025-09-12 04:38:55.000,342.20,Apparel,mobile
CUST_00002,2024-07-31 13:39:36.000,142.44,Groceries,in-store
CUST_00002,2024-08-23 16:03:27.000,671.87,Home & Garden,in-store
CUST_00002,2025-12-15 22:00:36.000,181.51,Groceries,mobile
CUST_00002,2025-05-18 18:07:18.000,113.70,Groceries,mobile
CUST_00002,2025-03-31 10:37:09.000,43.14,Groceries,web
CUST_00002,2024-07-24 04:33:39.000,182.08,Groceries,mobile
CUST_00002,2025-04-25 09:38:58.000,184.94,Groceries,mobile
CUST_00002,2025-01-20 08:04:51.000,1930.50,Electronics,web
CUST_00002,2025-02-11 12:09:56.000,202.04,Health & Beauty,mobile
CUST_00002,2025-06-16 19:18:42.000,1126.65,Electronics,web
CUST_00002,2024-08-05 07:17:25.000,121.65,Apparel,in-store
CUST_00002,2025-10-07 04:15:17.000,114.22,Groceries,web
CUST_00002,2024-12-11 19:19:11.000,178.83,Health & Beauty,in-store
CUST_00002,2024-08-27 11:02:20.000,738.83,Electronics,in-store
CUST_00002,2024-08-16 23:54:04.000,1445.42,Electronics,web
CUST_00002,2025-02-07 02:17:29.000,90.34,Groceries,in-store
CUST_00002,2025-07-04 03:25:04.000,1680.11,Electronics,in-store
CUST_00002,2025-11-11 01:15:17.000,165.31,Groceries,in-store
CUST_00002,2025-05-03 22:27:27.000,97.70,Health & Beauty,mobile
CUST_00002,2024-08-12 14:18:25.000,157.44,Groceries,mobile
CUST_00002,2025-06-02 20:26:57.000,54.78,Groceries,in-store
CUST_00002,2025-03-15 00:14:26.000,116.72,Groceries,web
CUST_00002,2025-12-24 10:13:38.000,952.74,Electronics,in-store
CUST_00002,2025-09-10 02:07:24.000,179.90,Health & Beauty,in-store
CUST_00002,2025-06-12 16:34:47.000,152.15,Groceries,web
CUST_00002,2024-09-25 06:26:49.000,166.96,Groceries,in-store
CUST_00002,2024-08-04 19:56:40.000,1374.01,Electronics,in-store
CUST_00002,2025-12-12 18:04:22.000,662.16,Home & Garden,in-store
CUST_00002,2025-02-06 18:47:34.000,428.76,Electronics,mobile
CUST_00002,2025-04-15 10:12:42.000,161.25,Groceries,web
CUST_00002,2025-03-28 06:26:27.000,116.27,Groceries,mobile
CUST_00002,2025-09-09 00:10:05.000,172.87,Groceries,in-store
CUST_00002,2025-01-15 12:00:17.000,98.32,Health & Beauty,web
CUST_00002,2025-12-27 16:43:43.000,206.70,Health & Beauty,in-store
CUST_00002,2025-02-23 04:26:30.000,202.51,Health & Beauty,in-store
CUST_00002,2025-12-22 03:39:40.000,259.78,Health & Beauty,in-store
CUST_00002,2025-08-28 05:41:15.000,82.73,Health & Beauty,in-store
CUST_00002,2025-03-14 01:43:26.000,181.66,Groceries,in-store
CUST_00002,2024-10-28 10:36:04.000,75.27,Groceries,in-store
CUST_00002,2025-04-22 08:43:11.000,102.01,Groceries,mobile
CUST_00002,2024-09-09 17:08:42.000,142.88,Health & Beauty,in-store
CUST_00002,2024-11-20 15:21:13.000,148.85,Groceries,mobile
CUST_00002,2025-02-07 12:54:39.000,307.35,Electronics,in-store
CUST_00002,2025-05-05 00:57:40.000,405.48,Apparel,in-store
CUST_00002,2024-10-06 14:49:09.000,102.84,Groceries,web
CUST_00002,2024-07-17 22:54:34.000,276.94,Apparel,in-store
CUST_00002,2025-03-06 00:49:57.000,36.58,Groceries,mobile
CUST_00002,2024-11-29 13:17:03.000,82.50,Groceries,web
CUST_00002,2025-03-14 12:26:52.000,187.51,Groceries,in-store
CUST_00002,2024-09-23 08:17:29.000,170.62,Groceries,in-store
CUST_00002,2024-12-24 15:22:16.000,591.61,Home & Garden,in-store
CUST_00002,2025-12-13 08:13:25.000,182.56,Apparel,in-store
CUST_00002,2025-07-09 18:41:03.000,145.41,Groceries,in-store
CUST_00002,2025-03-30 06:37:44.000,94.17,Groceries,mobile
CUST_00002,2025-01-05 10:11:42.000,1445.72,Electronics,web
CUST_00002,2024-10-16 11:55:47.000,1787.50,Electronics,web
CUST_00002,2025-12-01 20:51:35.000,34.26,Groceries,web
CUST_00002,2024-07-25 09:27:18.000,216.80,Apparel,in-store
CUST_00002,2025-02-21 19:36:06.000,481.71,Apparel,web
CUST_00002,2025-11-05 09:45:31.000,196.02,Groceries,in-store
CUST_00002,2025-10-28 22:31:15.000,615.29,Electronics,in-store
CUST_00002,2025-02-03 13:53:56.000,30.65,Health & Beauty,in-store
CUST_00002,2025-11-20 12:56:36.000,169.85,Groceries,mobile
CUST_00002,2025-04-01 03:21:14.000,486.62,Apparel,in-store
CUST_00002,2025-06-14 18:40:19.000,156.13,Groceries,in-store
CUST_00002,2024-10-10 23:01:35.000,225.58,Health & Beauty,mobile
CUST_00002,2024-08-27 01:54:37.000,438.81,Home & Garden,in-store
CUST_00002,2025-07-26 13:25:10.000,1635.11,Electronics,in-store
CUST_00002,2025-05-09 07:56:52.000,137.26,Groceries,in-store
CUST_00002,2025-11-04 14:29:29.000,735.50,Electronics,in-store
CUST_00002,2025-09-17 03:17:53.000,705.60,Electronics,in-store
CUST_00002,2025-07-12 20:01:08.000,204.41,Home & Garden,in-store
CUST_00002,2025-06-15 13:19:41.000,248.16,Electronics,web
CUST_00002,2025-08-15 16:38:26.000,105.04,Health & Beauty,in-store
CUST_00002,2025-03-24 21:51:56.000,181.61,Groceries,mobile
CUST_00002,2025-10-02 06:07:16.000,47.74,Health & Beauty,in-store
CUST_00002,2025-03-16 19:03:48.000,555.06,Home & Garden,web
CUST_00002,2025-09-05 11:45:54.000,151.91,Health & Beauty,in-store
CUST_00002,2025-05-03 00:19:13.000,141.68,Groceries,mobile
CUST_00002,2024-10-06 03:29:29.000,107.80,Groceries,in-store
CUST_00002,2024-09-29 03:43:51.000,40.44,Groceries,web
CUST_00002,2025-08-13 12:24:19.000,109.81,Apparel,mobile
CUST_00002,2025-11-26 10:18:58.000,491.06,Apparel,mobile
CUST_00002,2025-07-13 02:27:27.000,147.38,Groceries,mobile
CUST_00002,2024-09-15 22:07:51.000,83.77,Groceries,in-store
CUST_00002,2025-06-09 07:24:34.000,317.32,Home & Garden,web
CUST_00002,2025-05-21 06:15:47.000,104.26,Health & Beauty,in-store
CUST_00002,2025-07-06 17:16:56.000,38.06,Groceries,mobile
CUST_00002,2025-09-28 04:47:04.000,83.47,Groceries,mobile
CUST_00002,2025-11-27 12:34:39.000,153.89,Groceries,web
CUST_00002,2025-08-29 18:44:40.000,853.72,Electronics,web
CUST_00002,2025-08-02 18:14:43.000,116.37,Groceries,in-store
CUST_00002,2025-11-19 06:56:42.000,36.97,Groceries,in-store
CUST_00002,2025-01-26 09:13:14.000,81.29,Groceries,in-store
CUST_00002,2025-10-23 21:43:26.000,55.73,Groceries,web
CUST_00002,2025-01-30 12:35:26.000,34.65,Groceries,web
CUST_00002,2024-08-07 08:25:59.000,132.31,Groceries,web
CUST_00002,2025-08-22 20:27:25.000,289.90,Apparel,in-store
CUST_00002,2024-10-24 12:53:23.000,84.87,Health & Beauty,mobile
CUST_00002,2025-02-06 02:45:29.000,98.68,Groceries,in-store
CUST_00002,2025-06-11 04:46:58.000,86.63,Groceries,mobile
CUST_00002,2025-02-07 07:41:54.000,344.11,Apparel,web
CUST_00002,2025-05-08 20:17:10.000,128.89,Health & Beauty,in-store
CUST_00002,2025-01-30 23:40:18.000,534.68,Home & Garden,mobile
CUST_00002,2024-10-25 12:38:04.000,872.54,Electronics,in-store
CUST_00002,2025-05-04 16:42:45.000,54.78,Groceries,in-store
CUST_00002,2025-08-21 18:20:16.000,66.37,Groceries,mobile
CUST_00002,2025-07-09 02:04:12.000,385.63,Home & Garden,web
CUST_00002,2025-07-09 18:59:08.000,229.78,Apparel,in-store
CUST_00002,2025-11-09 13:17:40.000,333.02,Electronics,web
CUST_00002,2025-07-21 06:55:22.000,129.99,Groceries,in-store
CUST_00002,2024-12-02 15:06:33.000,148.46,Health & Beauty,in-store
CUST_00002,2025-10-13 05:29:55.000,158.16,Groceries,in-store
CUST_00002,2025-09-22 15:25:55.000,75.40,Groceries,in-store
CUST_00002,2025-07-09 15:43:47.000,1881.84,Electronics,mobile
CUST_00002,2025-05-11 20:22:59.000,228.00,Health & Beauty,in-store
CUST_00002,2025-07-08 05:14:23.000,169.10,Groceries,in-store
CUST_00002,2024-11-14 18:35:43.000,154.69,Groceries,in-store
CUST_00002,2025-12-28 01:27:52.000,442.36,Apparel,in-store
